BoardSize,MutationRate,TypeOfStartEnvironment,FitnessTimeStep,CostToLive,FitnessRepThreshold,DiffusionTimeStep,DiffusionConstG,DiffusionCutOff,DoDiffusion,ColorSecretionTimeStep,ColorSecreted,AmountColorSecreted,ColorSecretionCostPerTimeStep,DoColorSecretion,ColorMetabolismTimeStep,ColorUptakeG,ColorFitnessPerUnitG,DoColorMetabolism,TimeTaken,CellID,HighestProducerCount,LowestProducerCount,TimeAtHighestProdCount,TimeAtLowestProdCount,HighestProducerCountAfterStable,LowestProducerCountAfterStable,TimeAtHighestProdCountAfterStable,TimeAtLowestProdCountAfterStable,CellCountmean,CellCountvariance,CellCountmeanPast1000,CellCountvariancePast1000,ProducerFrequencymean,ProducerFrequencyvariance,ProducerFrequencymeanPast1000,ProducerFrequencyvariancePast1000,ProducerCountmean,ProducerCountvariance,ProducerCountmeanPast1000,ProducerCountvariancePast1000
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5002.26,2070397,2117,1340,3245.348,4981.214,2117,1340,3245.348,4981.214,2791,0,2791,0,0.6345645,0.004180592,0.6539255,0.003142092,1771.069,32565.49,1825.106,24475.87
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.58,1855024,1703,1288,2609.73,4986.834,1703,1288,2609.73,4986.834,2791,0,2791,0,0.5507614,0.0006199253,0.5521248,0.000734894,1537.174,4829.021,1540.981,5724.585
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.151,1708929,1713,795,868.6454,3796.482,1697,795,1089.482,3796.482,2791,0,2791,0,0.4673804,0.01025253,0.4440198,0.00976483,1304.459,79863.85,1239.258,76064.9
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.176,1316136,1599,299,156.4534,4644.322,1204,299,1371.964,4644.322,2791,0,2791,0,0.3210065,0.01204648,0.2872568,0.007869503,895.9298,93838.37,801.7342,61300.96
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.695,1928461,1875,1234,2909.884,4600.329,1875,1234,2909.884,4600.329,2791,0,2791,0,0.5641702,0.001786848,0.5629941,0.001924372,1574.599,13918.97,1571.316,14990.24
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.292,1801107,1743,1031,441.8579,3961.092,1614,1031,3018.5,3961.092,2791,0,2791,0,0.513161,0.003229222,0.4964913,0.00245803,1432.233,25154.62,1385.707,19147.25
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.296,1647399,1760,604,1889.503,4121.183,1760,604,1889.503,4121.183,2791,0,2791,0,0.4494104,0.01612507,0.4237228,0.01624929,1254.307,125609.2,1182.612,126576.8
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.172,1306980,1609,287,469.4948,4756.44,1317,287,1064.747,4756.44,2791,0,2791,0,0.3101056,0.0178509,0.2590071,0.007655947,865.504,139052.8,722.8892,59637.41
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5002.055,1887169,1972,1132,4978.261,3118.651,1972,1132,4978.261,3118.651,2791,0,2791,0,0.5524086,0.002879437,0.5562748,0.003124163,1541.772,22429.89,1552.563,24336.26
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.47,1585568,1493,917,55.50587,3667.749,1367,917,1156.445,3667.749,2791,0,2791,0,0.4293558,0.002036375,0.4125719,0.001005997,1198.331,15862.71,1151.488,7836.393

